Date,AGG,SPY,QQQ,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG
2015-02-13,110.76000213623047,209.77999877929688,106.91000366210938,31.770000457763672,149.72999572753906,34.65999984741211,21.459999084472656,381.8299865722656,160.39999389648438,40.75400161743164,547.5068359375
2015-02-17,110.30999755859375,210.11000061035156,107.01000213623047,31.957500457763672,149.9199981689453,34.709999084472656,21.8700008392334,375.42999267578125,160.9600067138672,40.869998931884766,541.3536987304688
2015-02-18,110.62000274658203,210.1300048828125,107.16000366210938,32.18000030517578,151.1699981689453,34.4900016784668,22.299999237060547,373.3699951171875,162.19000244140625,40.891998291015625,538.2222900390625
2015-02-19,110.52999877929688,209.97999572753906,107.69000244140625,32.11249923706055,153.75,34.09000015258789,22.440000534057617,379.0,163.88999938964844,42.34199905395508,541.3836059570312
2015-02-20,110.55000305175781,211.24000549316406,108.41000366210938,32.375,158.30999755859375,34.08000183105469,22.6299991607666,383.6600036621094,163.64999389648438,43.422000885009766,537.474365234375
2015-02-23,110.75,211.2100067138672,108.5199966430664,33.25,154.74000549316406,33.849998474121094,22.549999237060547,380.1400146484375,162.91000366210938,41.46799850463867,530.45361328125
2015-02-24,111.23999786376953,211.80999755859375,108.5999984741211,33.04249954223633,154.3800048828125,34.04999923706055,21.8799991607666,378.5899963378906,164.8300018310547,40.821998596191406,534.6221923828125
2015-02-25,111.31999969482422,211.6300048828125,108.33000183105469,32.1974983215332,153.00999450683594,34.209999084472656,21.969999313354492,385.3699951171875,162.80999755859375,40.75199890136719,542.3809204101562
2015-02-26,110.91999816894531,211.3800048828125,108.87999725341797,32.60499954223633,151.72999572753906,34.5,21.950000762939453,384.79998779296875,160.8699951171875,41.4379997253418,553.9591064453125
2015-02-27,111.19999694824219,210.66000366210938,108.4000015258789,32.1150016784668,150.85000610351562,34.560001373291016,21.729999542236328,380.1600036621094,161.94000244140625,40.667999267578125,556.87109375
2015-03-02,110.44999694824219,211.99000549316406,109.37999725341797,32.272499084472656,153.8000030517578,34.63999938964844,21.8700008392334,385.6600036621094,160.47999572753906,39.465999603271484,569.7756958007812
2015-03-03,110.30999755859375,211.1199951171875,108.87000274658203,32.34000015258789,155.57000732421875,34.40999984741211,22.020000457763672,384.6099853515625,161.02999877929688,39.9119987487793,572.0693969726562
2015-03-04,110.37000274658203,210.22999572753906,108.44999694824219,32.1349983215332,154.35000610351562,34.0,22.079999923706055,382.7200012207031,159.4199981689453,40.487998962402344,571.8001098632812
2015-03-05,110.41999816894531,210.4600067138672,108.63999938964844,31.602500915527344,154.47000122070312,34.0,21.93000030517578,387.8299865722656,161.17999267578125,40.125999450683594,573.7547607421875
2015-03-06,109.69999694824219,207.5,107.41000366210938,31.649999618530273,153.1199951171875,33.47999954223633,21.6200008392334,380.0899963378906,158.5,38.7760009765625,566.1306762695312
2015-03-09,109.9800033569336,208.36000061035156,107.72000122070312,31.78499984741211,154.75,33.349998474121094,20.90999984741211,378.55999755859375,160.77000427246094,38.17599868774414,567.29248046875
2015-03-10,110.23999786376953,204.97999572753906,105.72000122070312,31.127500534057617,152.4199981689453,32.779998779296875,20.030000686645508,369.510009765625,157.80999755859375,38.06399917602539,553.4904174804688
2015-03-11,110.45999908447266,204.5,105.11000061035156,30.559999465942383,151.1699981689453,32.619998931884766,19.59000015258789,366.3699951171875,156.8000030517578,38.74800109863281,549.6708984375
2015-03-12,110.55000305175781,207.10000610351562,105.80000305175781,31.112499237060547,152.0399932861328,33.130001068115234,19.719999313354492,374.239990234375,157.97999572753906,38.2140007019043,553.989013671875
2015-03-13,110.33999633789062,205.8300018310547,105.33999633789062,30.897499084472656,151.57000732421875,32.7599983215332,19.40999984741211,370.5799865722656,154.27999877929688,37.736000061035156,545.8214721679688
2015-03-16,110.58000183105469,208.5800018310547,106.69999694824219,31.237499237060547,153.6699981689453,33.060001373291016,19.65999984741211,373.3500061035156,157.0800018310547,39.13999938964844,552.9917602539062
2015-03-17,110.55999755859375,207.9600067138672,106.87000274658203,31.760000228881836,154.50999450683594,32.900001525878906,21.739999771118164,371.9200134277344,156.9600067138672,38.94599914550781,549.331787109375
2015-03-18,111.37000274658203,210.4600067138672,107.91999816894531,32.11750030517578,155.72999572753906,33.59000015258789,22.520000457763672,375.1400146484375,159.80999755859375,40.141998291015625,557.9680786132812
2015-03-19,110.9800033569336,209.5,108.08000183105469,31.875,154.11000061035156,33.20000076293945,22.850000381469727,373.239990234375,159.80999755859375,39.130001068115234,556.4622192382812
2015-03-20,111.31999969482422,210.41000366210938,108.52999877929688,31.475000381469727,154.5,33.22999954223633,22.6200008392334,378.489990234375,162.8800048828125,39.61600112915039,558.8257446289062
2015-03-23,111.33999633789062,210.0,108.31999969482422,31.802499771118164,152.80999755859375,33.279998779296875,22.40999984741211,375.1099853515625,164.6300048828125,39.92599868774414,557.2799682617188
2015-03-24,111.63999938964844,208.82000732421875,107.93000030517578,31.672500610351562,151.64999389648438,33.06999969482422,22.079999923706055,374.0899963378906,163.0,40.34400177001953,568.6288452148438
2015-03-25,111.43000030517578,205.75999450683594,105.45999908447266,30.844999313354492,148.22999572753906,32.619998931884766,21.690000534057617,370.9599914550781,159.1999969482422,38.86000061035156,557.2550659179688
2015-03-26,111.02999877929688,205.27000427246094,105.0999984741211,31.059999465942383,148.1699981689453,32.81999969482422,21.389999389648438,367.3500061035156,160.58999633789062,38.082000732421875,553.6499633789062
2015-03-27,111.19000244140625,205.74000549316406,105.5199966430664,30.8125,148.85000610351562,32.75,21.299999237060547,370.55999755859375,160.39999389648438,37.0,546.8386840820312
2015-03-30,111.23999786376953,208.25,106.7300033569336,31.592500686645508,152.6999969482422,32.970001220703125,21.270000457763672,374.5899963378906,162.6699981689453,38.11399841308594,550.5185546875
2015-03-31,111.43000030517578,206.42999267578125,105.5999984741211,31.107500076293945,150.0800018310547,32.650001525878906,21.030000686645508,372.1000061035156,160.5,37.75400161743164,546.4995727539062
2015-04-01,111.58000183105469,205.6999969482422,105.05000305175781,31.0625,148.63999938964844,32.88999938964844,20.8799991607666,370.260009765625,159.17999267578125,37.518001556396484,541.074462890625
2015-04-02,111.43000030517578,206.44000244140625,105.12000274658203,31.329999923706055,149.27999877929688,33.130001068115234,21.34000015258789,372.25,160.4499969482422,38.20000076293945,534.063720703125
2015-04-06,111.5,207.8300018310547,105.9800033569336,31.837499618530273,150.92999267578125,33.33000183105469,21.34000015258789,377.0400085449219,162.0399932861328,40.619998931884766,535.2953491210938
2015-04-07,111.5199966430664,207.27999877929688,105.80000305175781,31.502500534057617,152.32000732421875,33.15999984741211,21.110000610351562,374.4100036621094,162.07000732421875,40.650001525878906,535.5496215820312
2015-04-08,111.52999877929688,207.97999572753906,106.63999938964844,31.399999618530273,153.36000061035156,32.650001525878906,21.59000015258789,381.20001220703125,161.85000610351562,41.534000396728516,540.1270751953125
2015-04-09,111.25,208.89999389648438,107.30999755859375,31.639999389648438,153.4199981689453,32.689998626708984,22.610000610351562,383.5400085449219,162.33999633789062,42.018001556396484,539.2993774414062
2015-04-10,111.25,210.0399932861328,107.75,31.774999618530273,154.3800048828125,32.77000045776367,22.549999237060547,382.6499938964844,162.86000061035156,42.18000030517578,538.5314331054688
2015-04-13,111.37000274658203,209.08999633789062,107.4800033569336,31.712499618530273,153.24000549316406,32.880001068115234,22.0,382.3599853515625,162.3800048828125,41.95600128173828,537.6937866210938
2015-04-14,111.48999786376953,209.49000549316406,107.16999816894531,31.575000762939453,153.2100067138672,32.689998626708984,21.760000228881836,385.1099853515625,162.3000030517578,41.492000579833984,528.9378051757812
2015-04-15,111.63999938964844,210.42999267578125,107.83999633789062,31.69499969482422,152.42999267578125,32.88999938964844,22.139999389648438,383.45001220703125,164.1300048828125,41.566001892089844,531.0719604492188
2015-04-16,111.58000183105469,210.3699951171875,107.69000244140625,31.542499542236328,151.97000122070312,32.75,21.950000762939453,386.0400085449219,163.1300048828125,41.34000015258789,532.3384399414062
2015-04-17,111.66999816894531,207.9499969482422,106.01000213623047,31.1875,149.60000610351562,32.5099983215332,21.43000030517578,375.55999755859375,160.6699981689453,41.358001708984375,522.6151733398438
2015-04-20,111.58999633789062,209.85000610351562,107.5999984741211,31.899999618530273,152.6699981689453,32.83000183105469,21.829999923706055,389.510009765625,166.16000366210938,41.05400085449219,533.9141235351562
2015-04-21,111.47000122070312,209.60000610351562,108.05999755859375,31.727500915527344,153.3300018310547,32.65999984741211,21.709999084472656,391.17999267578125,164.25999450683594,41.88199996948242,532.5079956054688
2015-04-22,111.13999938964844,210.6300048828125,108.6500015258789,32.154998779296875,151.19000244140625,32.86000061035156,22.030000686645508,389.79998779296875,165.36000061035156,43.88800048828125,537.8882446289062
2015-04-23,111.30999755859375,211.16000366210938,109.05999755859375,32.41749954223633,149.8699951171875,34.22999954223633,22.079999923706055,389.989990234375,170.24000549316406,43.720001220703125,545.5023193359375
2015-04-24,111.5,211.64999389648438,110.54000091552734,32.56999969482422,148.39999389648438,34.0099983215332,22.0,445.1000061035156,169.77999877929688,43.68600082397461,563.5128784179688
2015-04-27,111.54000091552734,210.77000427246094,110.26000213623047,33.162498474121094,147.8000030517578,34.09000015258789,21.920000076293945,438.55999755859375,170.72999572753906,46.310001373291016,555.3699951171875
2015-04-28,111.11000061035156,211.44000244140625,110.04000091552734,32.63999938964844,147.50999450683594,34.86000061035156,22.360000610351562,429.30999755859375,173.9199981689453,46.09600067138672,553.6799926757812
2015-04-29,110.86000061035156,210.57000732421875,109.3499984741211,32.15999984741211,146.14999389648438,34.7599983215332,21.110000610351562,429.3699951171875,174.39999389648438,46.4900016784668,549.0800170898438
2015-04-30,110.86000061035156,208.4600067138672,107.62999725341797,31.287500381469727,143.33999633789062,34.63999938964844,21.149999618530273,421.7799987792969,171.2899932861328,45.209999084472656,537.3400268554688
2015-05-01,110.33999633789062,210.72000122070312,109.05000305175781,32.23749923706055,144.6699981689453,34.41999816894531,21.399999618530273,422.8699951171875,173.6699981689453,45.20600128173828,537.9000244140625
2015-05-04,110.12999725341797,211.32000732421875,109.2300033569336,32.17499923706055,144.02000427246094,34.529998779296875,21.270000457763672,423.0400085449219,173.97000122070312,46.10200119018555,540.780029296875
2015-05-05,110.02999877929688,208.89999389648438,107.44999694824219,31.450000762939453,142.91000366210938,33.720001220703125,20.139999389648438,421.19000244140625,173.0800018310547,46.59000015258789,530.7999877929688
2015-05-06,109.66000366210938,208.0399932861328,106.70999908447266,31.252500534057617,141.0399932861328,33.380001068115234,19.579999923706055,419.1000061035156,170.0500030517578,46.08599853515625,524.219970703125
2015-05-07,109.93000030517578,208.8699951171875,107.3499984741211,31.315000534057617,141.49000549316406,33.369998931884766,19.75,426.8800048828125,170.99000549316406,47.36000061035156,530.7000122070312
2015-05-08,110.29000091552734,211.6199951171875,108.69000244140625,31.905000686645508,145.4600067138672,33.689998626708984,19.93000030517578,433.69000244140625,172.67999267578125,47.321998596191406,538.219970703125
2015-05-11,109.58999633789062,210.61000061035156,108.2699966430664,31.579999923706055,145.88999938964844,33.4900016784668,19.350000381469727,432.8500061035156,171.1199951171875,47.89799880981445,535.7000122070312
2015-05-12,109.58000183105469,209.97999572753906,107.77999877929688,31.467500686645508,145.42999267578125,33.65999984741211,19.1200008392334,431.0199890136719,170.5500030517578,48.948001861572266,529.0399780273438
2015-05-13,109.56999969482422,210.02000427246094,108.0,31.502500534057617,145.6199951171875,33.900001525878906,19.360000610351562,426.8699951171875,172.27999877929688,48.63600158691406,529.6199951171875
2015-05-14,109.73999786376953,212.2100067138672,109.58000183105469,32.23749923706055,147.9600067138672,34.130001068115234,19.31999969482422,432.2799987792969,174.0500030517578,48.81999969482422,538.4000244140625
2015-05-15,110.19999694824219,212.44000244140625,109.58000183105469,32.192501068115234,146.8800048828125,34.33000183105469,19.469999313354492,426.0,173.25999450683594,49.768001556396484,533.8499755859375
2015-05-18,109.77999877929688,213.10000610351562,110.05999755859375,32.54750061035156,146.7100067138672,34.869998931884766,19.68000030517578,425.239990234375,173.05999755859375,49.75,532.2999877929688
2015-05-19,109.4000015258789,213.02999877929688,109.94000244140625,32.51750183105469,147.0500030517578,34.369998931884766,19.709999084472656,421.7099914550781,173.47999572753906,49.428001403808594,537.3599853515625
2015-05-20,109.56999969482422,212.8800048828125,110.01000213623047,32.51499938964844,146.4199981689453,34.619998931884766,20.06999969482422,423.8599853515625,173.75999450683594,48.869998931884766,539.27001953125
2015-05-21,109.91000366210938,213.5,110.58000183105469,32.84749984741211,147.35000610351562,35.06999969482422,20.200000762939453,431.6300048828125,173.33999633789062,49.124000549316406,542.510009765625
2015-05-22,109.79000091552734,212.99000549316406,110.47000122070312,33.1349983215332,144.80999755859375,34.709999084472656,20.510000228881836,427.6300048828125,172.22000122070312,49.54600143432617,540.1099853515625
2015-05-26,110.05999755859375,210.6999969482422,109.19999694824219,32.404998779296875,142.8000030517578,34.66999816894531,19.8700008392334,425.4700012207031,170.1300048828125,49.492000579833984,532.3200073242188
2015-05-27,110.16999816894531,212.6999969482422,110.95999908447266,33.0099983215332,143.0,34.95000076293945,19.90999984741211,431.4200134277344,172.0,49.486000061035156,539.7899780273438
2015-05-28,110.12999725341797,212.4600067138672,110.70999908447266,32.94499969482422,142.3300018310547,34.79999923706055,20.190000534057617,426.57000732421875,171.7100067138672,50.290000915527344,539.780029296875
2015-05-29,110.16999816894531,211.13999938964844,110.05000305175781,32.56999969482422,140.52000427246094,34.540000915527344,20.049999237060547,429.2300109863281,169.64999389648438,50.15999984741211,532.1099853515625
2015-06-01,109.66000366210938,211.57000732421875,110.41999816894531,32.6349983215332,141.25,34.349998474121094,19.579999923706055,430.9200134277344,170.17999267578125,49.88999938964844,533.989990234375
2015-06-02,109.2300033569336,211.36000061035156,110.06999969482422,32.4900016784668,143.25,34.36000061035156,19.770000457763672,430.989990234375,169.64999389648438,49.66999816894531,539.1799926757812
2015-06-03,108.80000305175781,211.9199981689453,110.4000015258789,32.529998779296875,143.80999755859375,35.029998779296875,19.709999084472656,436.5899963378906,169.9199981689453,49.79800033569336,540.3099975585938
2015-06-04,109.02999877929688,210.1300048828125,109.55999755859375,32.34000015258789,141.19000244140625,35.27000045776367,20.280000686645508,430.7799987792969,168.3800048828125,49.183998107910156,536.7000122070312
2015-06-05,108.55000305175781,209.77000427246094,109.30000305175781,32.162498474121094,140.72999572753906,34.56999969482422,20.280000686645508,426.95001220703125,167.39999389648438,49.827999114990234,533.3300170898438
2015-06-08,108.70999908447266,208.47999572753906,108.19000244140625,31.950000762939453,140.63999938964844,34.59000015258789,19.170000076293945,423.5,165.33999633789062,51.257999420166016,526.8300170898438
2015-06-09,108.4000015258789,208.4499969482422,108.01000213623047,31.854999542236328,140.10000610351562,34.5099983215332,19.350000381469727,425.4800109863281,165.67999267578125,51.20000076293945,526.6900024414062
2015-06-10,108.12999725341797,210.9499969482422,109.48999786376953,32.220001220703125,141.6199951171875,34.720001220703125,19.530000686645508,430.7699890136719,168.9199981689453,50.13999938964844,536.6900024414062
2015-06-11,108.70999908447266,211.6300048828125,109.6500015258789,32.147499084472656,142.9600067138672,34.880001068115234,19.81999969482422,432.9700012207031,168.77999877929688,50.28200149536133,534.6099853515625
2015-06-12,108.58000183105469,210.00999450683594,108.75,31.792499542236328,142.8000030517578,34.650001525878906,19.43000030517578,429.9200134277344,166.99000549316406,50.13800048828125,532.3300170898438
2015-06-15,108.70999908447266,209.11000061035156,108.20999908447266,31.729999542236328,142.2899932861328,34.40999984741211,19.229999542236328,423.6700134277344,166.25999450683594,50.07600021362305,527.2000122070312
2015-06-16,108.88999938964844,210.25,108.80000305175781,31.899999618530273,142.33999633789062,34.66999816894531,19.09000015258789,427.260009765625,166.83999633789062,50.624000549316406,528.1500244140625
2015-06-17,108.9000015258789,210.58999633789062,109.0999984741211,31.825000762939453,143.42999267578125,34.79999923706055,19.420000076293945,427.80999755859375,167.1699981689453,52.082000732421875,529.260009765625
2015-06-18,108.87000274658203,212.77999877929688,110.69000244140625,31.969999313354492,145.3800048828125,35.02000045776367,19.5,439.3900146484375,168.25,52.37799835205078,536.72998046875
2015-06-19,109.20999908447266,210.80999755859375,109.88999938964844,31.649999618530273,145.1300048828125,34.9900016784668,19.5,434.9200134277344,166.99000549316406,52.50199890136719,536.6900024414062
2015-06-22,108.66999816894531,211.88999938964844,110.69999694824219,31.90250015258789,145.6999969482422,35.040000915527344,19.09000015258789,436.2900085449219,167.72999572753906,51.95800018310547,538.1900024414062
2015-06-23,108.41999816894531,212.0399932861328,110.79000091552734,31.75749969482422,144.42999267578125,35.90999984741211,19.3799991607666,445.989990234375,168.6199951171875,53.534000396728516,540.47998046875
2015-06-24,108.58999633789062,210.5,110.22000122070312,32.02750015258789,143.0,35.779998779296875,18.6299991607666,440.8399963378906,166.97000122070312,53.034000396728516,537.8400268554688
2015-06-25,108.47000122070312,209.86000061035156,110.0,31.875,142.4499969482422,36.18000030517578,18.639999389648438,440.1000061035156,166.0800018310547,53.757999420166016,535.22998046875
2015-06-26,108.20999908447266,209.82000732421875,109.2699966430664,31.6875,142.47999572753906,36.119998931884766,18.3799991607666,438.1000061035156,165.4600067138672,53.417999267578125,531.6900024414062
2015-06-29,108.8499984741211,205.4199981689453,106.69000244140625,31.13249969482422,138.72999572753906,35.77000045776367,17.579999923706055,429.8599853515625,162.97000122070312,52.40399932861328,521.52001953125
2015-06-30,108.77999877929688,205.85000610351562,107.06999969482422,31.357500076293945,138.72000122070312,35.52000045776367,18.25,434.0899963378906,162.66000366210938,53.652000427246094,520.510009765625
2015-07-01,108.29000091552734,207.5,107.91999816894531,31.649999618530273,140.72999572753906,35.56999969482422,18.549999237060547,437.3900146484375,164.49000549316406,53.83000183105469,521.8400268554688
2015-07-02,108.44000244140625,207.30999755859375,107.94999694824219,31.610000610351562,140.2100067138672,35.72999954223633,18.549999237060547,437.7099914550781,165.08999633789062,56.00400161743164,523.4000244140625
2015-07-06,108.83000183105469,206.72000122070312,107.69999694824219,31.5,140.52000427246094,35.61000061035156,18.270000457763672,436.0400085449219,164.72999572753906,55.944000244140625,522.8599853515625
2015-07-07,108.9800033569336,208.02000427246094,107.97000122070312,31.422500610351562,143.14999389648438,35.77000045776367,19.049999237060547,436.7200012207031,165.0,53.57600021362305,525.02001953125
2015-07-08,109.23999786376953,204.52999877929688,106.08999633789062,30.642499923706055,141.9199981689453,34.790000915527344,17.56999969482422,429.70001220703125,163.16000366210938,50.992000579833984,516.8300170898438
2015-07-09,108.83999633789062,204.89999389648438,106.02999877929688,30.017499923706055,142.8000030517578,34.38999938964844,17.84000015258789,434.3900146484375,163.85000610351562,51.58399963378906,520.6799926757812
2015-07-10,108.37999725341797,207.47999572753906,107.6500015258789,30.81999969482422,144.47999572753906,34.650001525878906,18.149999618530273,443.510009765625,166.9499969482422,51.83000183105469,530.1300048828125
2015-07-13,108.22000122070312,209.77000427246094,109.54000091552734,31.415000915527344,146.6199951171875,34.880001068115234,18.850000381469727,455.57000732421875,169.3800048828125,52.43199920654297,546.5499877929688
2015-07-14,108.4000015258789,210.67999267578125,110.26000213623047,31.40250015258789,147.75,35.119998931884766,18.920000076293945,465.57000732421875,168.61000061035156,53.130001068115234,561.0999755859375
2015-07-15,108.69000244140625,210.61000061035156,110.37999725341797,31.704999923706055,146.88999938964844,34.72999954223633,18.540000915527344,461.19000244140625,168.52999877929688,52.62799835205078,560.219970703125
2015-07-16,108.77999877929688,212.3000030517578,111.94000244140625,32.127498626708984,148.49000549316406,35.15999984741211,18.690000534057617,475.4800109863281,171.0,53.33599853515625,579.8499755859375
2015-07-17,108.79000091552734,212.47999572753906,113.58999633789062,32.404998779296875,146.83999633789062,35.0099983215332,18.450000762939453,483.010009765625,172.50999450683594,54.93199920654297,672.9299926757812
2015-07-20,108.5999984741211,212.58999633789062,113.9800033569336,33.01750183105469,146.72000122070312,34.900001525878906,18.459999084472656,488.1000061035156,173.22000122070312,56.45199966430664,663.02001953125
2015-07-21,108.77999877929688,211.75,113.91000366210938,32.6875,145.0,34.56999969482422,18.479999542236328,488.0,163.07000732421875,53.354000091552734,662.2999877929688
2015-07-22,108.83000183105469,211.3699951171875,112.62000274658203,31.30500030517578,146.47000122070312,34.27000045776367,18.520000457763672,488.2699890136719,160.35000610351562,53.57400131225586,662.0999755859375
2015-07-23,109.13999938964844,210.17999267578125,112.19999694824219,31.290000915527344,146.11000061035156,33.93000030517578,18.68000030517578,482.17999267578125,161.72999572753906,53.439998626708984,644.280029296875
2015-07-24,109.12000274658203,208.0,111.0999984741211,31.125,144.05999755859375,34.290000915527344,18.110000610351562,529.4199829101562,159.75,53.082000732421875,623.5599975585938
2015-07-27,109.26000213623047,206.7899932861328,110.18000030517578,30.6924991607666,141.02999877929688,34.31999969482422,17.690000534057617,531.4099731445312,159.07000732421875,50.60200119018555,627.260009765625
2015-07-28,109.1500015258789,209.3300018310547,111.12999725341797,30.844999313354492,141.80999755859375,34.33000183105469,18.010000228881836,526.030029296875,160.0500030517578,52.9640007019043,628.0
2015-07-29,109.05999755859375,210.77000427246094,111.55000305175781,30.747499465942383,144.13999938964844,34.689998626708984,18.219999313354492,529.0,161.08999633789062,52.763999938964844,631.9299926757812
2015-07-30,109.06999969482422,210.82000732421875,112.08000183105469,30.592500686645508,143.00999450683594,34.79999923706055,19.649999618530273,536.760009765625,160.9600067138672,53.358001708984375,632.5900268554688
2015-07-31,109.5,210.5,111.94999694824219,30.325000762939453,144.1699981689453,34.7400016784668,19.6200008392334,536.1500244140625,161.99000549316406,53.22999954223633,625.6099853515625
2015-08-03,109.4000015258789,209.7899932861328,111.5999984741211,29.610000610351562,143.69000244140625,34.65999984741211,19.850000381469727,535.030029296875,158.7100067138672,51.99800109863281,631.2100219726562
2015-08-04,109.08000183105469,209.3800048828125,111.38999938964844,28.65999984741211,143.5399932861328,34.58000183105469,21.75,531.9000244140625,157.60000610351562,53.25600051879883,629.25
2015-08-05,108.87999725341797,210.07000732421875,112.25,28.850000381469727,144.9499969482422,34.56999969482422,22.360000610351562,537.010009765625,157.89999389648438,54.0260009765625,643.780029296875
2015-08-06,109.01000213623047,208.35000610351562,110.44999694824219,28.782499313354492,143.82000732421875,34.2400016784668,21.989999771118164,529.4600219726562,156.32000732421875,49.22600173950195,642.6799926757812
