Date,AAPL,AGG,AMZN,BA,GOOG,IBM,MGM,QQQ,SPY,T
2014-05-06,21.22892951965332,108.72000122070312,297.3800048828125,130.8300018310547,513.7295532226562,190.02999877929688,25.68000030517578,86.80999755859375,186.77999877929688,35.4900016784668
2014-05-07,21.15464210510254,108.72000122070312,292.7099914550781,130.35000610351562,508.5637512207031,189.3000030517578,25.149999618530273,86.55999755859375,187.8800048828125,35.7599983215332
2014-05-08,20.999643325805664,108.79000091552734,288.32000732421875,130.57000732421875,509.60089111328125,188.91000366210938,24.31999969482422,86.4800033569336,187.67999267578125,36.400001525878906
2014-05-09,20.91214370727539,108.69000244140625,292.239990234375,131.10000610351562,517.3097534179688,190.0800018310547,24.34000015258789,86.80000305175781,187.9600067138672,36.439998626708984
2014-05-12,21.172500610351562,108.5999984741211,302.8599853515625,132.60000610351562,528.4691162109375,192.57000732421875,24.59000015258789,88.2300033569336,189.7899932861328,36.56999969482422
2014-05-13,21.20571517944336,108.77999877929688,304.6400146484375,133.4499969482422,531.6304321289062,192.19000244140625,24.68000030517578,88.29000091552734,189.9600067138672,36.20000076293945
2014-05-14,21.20964241027832,109.08999633789062,297.6199951171875,132.99000549316406,525.2080688476562,188.72000122070312,24.209999084472656,87.83000183105469,189.05999755859375,36.38999938964844
2014-05-15,21.029285430908203,109.31999969482422,295.19000244140625,131.2100067138672,518.5562744140625,186.4600067138672,24.209999084472656,87.13999938964844,187.39999389648438,36.52000045776367
2014-05-16,21.339643478393555,109.19999694824219,297.70001220703125,130.80999755859375,519.2045288085938,187.05999755859375,23.899999618530273,87.70999908447266,188.0500030517578,36.7400016784668
2014-05-19,21.592500686645508,109.16000366210938,296.760009765625,131.35000610351562,527.4119873046875,187.0,24.15999984741211,88.31999969482422,188.74000549316406,36.380001068115234
2014-05-20,21.596786499023438,109.20999908447266,301.19000244140625,129.5800018310547,528.3195190429688,184.88999938964844,23.84000015258789,88.0,187.5500030517578,35.5
2014-05-21,21.653928756713867,109.16999816894531,305.010009765625,130.9600067138672,537.4644165039062,186.38999938964844,24.190000534057617,88.83999633789062,189.1300048828125,35.27000045776367
2014-05-22,21.688213348388672,109.12000274658203,304.9100036621094,131.83999633789062,543.567626953125,185.67999267578125,24.780000686645508,89.2300033569336,189.58999633789062,35.380001068115234
2014-05-23,21.93321418762207,109.2300033569336,312.239990234375,132.41000366210938,551.1867065429688,185.94000244140625,25.06999969482422,89.87999725341797,190.35000610351562,35.31999969482422
2014-05-27,22.343929290771484,109.33000183105469,310.82000732421875,134.1699981689453,564.4004516601562,184.77999877929688,25.6200008392334,91.0,191.52000427246094,35.209999084472656
2014-05-28,22.28607177734375,109.62999725341797,310.1600036621094,134.3300018310547,560.1421508789062,183.0800018310547,25.709999084472656,90.72000122070312,191.3800048828125,35.34000015258789
2014-05-29,22.692142486572266,109.56999969482422,313.7799987792969,135.13999938964844,558.5465087890625,183.75999450683594,26.0,91.30000305175781,192.3699951171875,35.38999938964844
2014-05-30,22.60714340209961,109.66999816894531,312.54998779296875,135.25,558.3570556640625,184.36000061035156,25.75,91.30999755859375,192.67999267578125,35.470001220703125
2014-06-02,22.451786041259766,109.12999725341797,308.8399963378906,135.89999389648438,552.413330078125,185.69000244140625,26.1299991607666,91.22000122070312,192.89999389648438,35.439998626708984
2014-06-03,22.769285202026367,108.83999633789062,307.19000244140625,135.8800048828125,543.4479370117188,184.3699951171875,25.3799991607666,91.18000030517578,192.8000030517578,35.20000076293945
2014-06-04,23.029285430908203,108.80000305175781,306.7799987792969,135.3300018310547,543.168701171875,184.50999450683594,25.690000534057617,91.5199966430664,193.19000244140625,35.04999923706055
2014-06-05,23.11964225769043,108.94000244140625,323.57000732421875,136.82000732421875,552.3834228515625,185.97999572753906,25.440000534057617,92.29000091552734,194.4499969482422,35.099998474121094
2014-06-06,23.056072235107422,108.87999725341797,329.6700134277344,138.25,554.8067626953125,186.3699951171875,25.139999389648438,92.81999969482422,195.3800048828125,35.02000045776367
2014-06-09,23.424999237060547,108.77999877929688,327.5,137.9600067138672,560.5809326171875,186.22000122070312,24.530000686645508,92.75,195.5800018310547,35.0099983215332
2014-06-10,23.5625,108.62000274658203,332.4100036621094,137.25,559.0151977539062,184.2899932861328,24.520000457763672,92.91000366210938,195.60000610351562,34.939998626708984
2014-06-11,23.46500015258789,108.69999694824219,335.20001220703125,134.10000610351562,557.3098754882812,182.25,24.899999618530273,92.88999938964844,194.9199981689453,34.810001373291016
2014-06-12,23.072500228881836,108.91000366210938,325.9100036621094,132.19000244140625,549.8403930664062,181.22000122070312,24.440000534057617,92.05000305175781,193.5399932861328,34.83000183105469
2014-06-13,22.81999969482422,108.87999725341797,326.2699890136719,132.2899932861328,550.249267578125,182.55999755859375,24.899999618530273,92.31999969482422,194.1300048828125,35.029998779296875
2014-06-16,23.049999237060547,108.81999969482422,327.6199951171875,132.5399932861328,542.789794921875,182.35000610351562,24.809999465942383,92.4000015258789,194.2899932861328,34.97999954223633
2014-06-17,23.020000457763672,108.62000274658203,325.6199951171875,132.4499969482422,541.5232543945312,182.25999450683594,24.790000915527344,92.44999694824219,194.8300018310547,35.02000045776367
2014-06-18,23.045000076293945,108.91000366210938,334.3800048828125,132.47999572753906,551.8548583984375,183.60000610351562,25.110000610351562,92.97000122070312,196.25999450683594,35.20000076293945
2014-06-19,22.96500015258789,108.75,327.0,132.82000732421875,553.3806762695312,182.82000732421875,25.139999389648438,92.91000366210938,196.47999572753906,35.36000061035156
2014-06-20,22.727500915527344,108.94000244140625,324.20001220703125,132.10000610351562,554.836669921875,181.5500030517578,25.399999618530273,92.7699966430664,195.94000244140625,35.38999938964844
2014-06-23,22.707500457763672,108.83999633789062,327.239990234375,130.85000610351562,563.4031982421875,182.13999938964844,25.639999389648438,92.79000091552734,195.8800048828125,35.38999938964844
2014-06-24,22.56999969482422,109.02999877929688,324.1600036621094,129.14999389648438,563.0740966796875,180.8800048828125,25.65999984741211,92.69999694824219,194.6999969482422,35.290000915527344
2014-06-25,22.59000015258789,109.18000030517578,327.44000244140625,127.05999755859375,577.065673828125,180.72000122070312,25.90999984741211,93.29000091552734,195.5800018310547,35.2599983215332
2014-06-26,22.725000381469727,109.38999938964844,325.69000244140625,128.02000427246094,574.4229125976562,180.3699951171875,26.719999313354492,93.33999633789062,195.44000244140625,35.2599983215332
2014-06-27,22.9950008392334,109.38999938964844,324.57000732421875,128.5399932861328,575.6595458984375,181.7100067138672,26.40999984741211,93.75,195.82000732421875,35.40999984741211
2014-06-30,23.232500076293945,109.4000015258789,324.7799987792969,127.2300033569336,573.7048950195312,181.27000427246094,26.399999618530273,93.91000366210938,195.72000122070312,35.36000061035156
2014-07-01,23.3799991607666,109.06999969482422,332.3900146484375,128.14999389648438,581.0746459960938,186.35000610351562,26.600000381469727,94.94000244140625,197.02999877929688,35.47999954223633
2014-07-02,23.3700008392334,108.69000244140625,332.8500061035156,127.62000274658203,580.7406005859375,188.38999938964844,26.920000076293945,95.0999984741211,197.22999572753906,35.66999816894531
2014-07-03,23.50749969482422,108.62000274658203,337.489990234375,128.50999450683594,583.1290283203125,188.52999877929688,26.84000015258789,95.69999694824219,198.1999969482422,35.84000015258789
2014-07-07,23.99250030517578,108.6500015258789,333.54998779296875,129.08999633789062,580.6558227539062,188.0399932861328,26.610000610351562,95.41000366210938,197.50999450683594,36.02000045776367
2014-07-08,23.837499618530273,108.87000274658203,323.80999755859375,126.79000091552734,569.5263671875,187.22000122070312,25.780000686645508,94.26000213623047,196.24000549316406,35.560001373291016
2014-07-09,23.84749984741211,108.95999908447266,329.9700012207031,126.79000091552734,574.502685546875,188.4199981689453,26.0,94.95999908447266,197.1199951171875,35.650001525878906
2014-07-10,23.760000228881836,109.01000213623047,327.9200134277344,126.79000091552734,569.5363159179688,187.6999969482422,25.719999313354492,94.66000366210938,196.33999633789062,35.70000076293945
2014-07-11,23.80500030517578,109.16000366210938,346.20001220703125,128.08999633789062,577.59423828125,188.0,25.549999237060547,95.2699966430664,196.61000061035156,35.7599983215332
2014-07-14,24.112499237060547,109.06999969482422,355.32000732421875,129.52000427246094,583.2686157226562,189.86000061035156,25.68000030517578,95.83999633789062,197.60000610351562,35.86000061035156
2014-07-15,23.829999923706055,108.93000030517578,354.44000244140625,129.10000610351562,583.1788940429688,188.49000549316406,25.489999771118164,95.51000213623047,197.22999572753906,36.2400016784668
2014-07-16,23.69499969482422,109.0199966430664,355.8999938964844,127.41999816894531,581.064697265625,192.36000061035156,25.559999465942383,95.88999938964844,197.9600067138672,36.45000076293945
2014-07-17,23.272499084472656,109.33999633789062,352.45001220703125,125.87999725341797,572.1591186523438,192.49000549316406,25.299999237060547,94.62000274658203,195.7100067138672,36.029998779296875
2014-07-18,23.607500076293945,109.22000122070312,358.6600036621094,127.63999938964844,593.45068359375,192.5,25.520000457763672,96.12000274658203,197.7100067138672,36.16999816894531
2014-07-21,23.485000610351562,109.26000213623047,359.760009765625,128.3000030517578,587.8560180664062,190.85000610351562,25.450000762939453,96.0,197.33999633789062,35.959999084472656
2014-07-22,23.68000030517578,109.44000244140625,360.8399963378906,129.74000549316406,593.1116333007812,194.08999633789062,26.170000076293945,96.61000061035156,198.1999969482422,35.939998626708984
2014-07-23,24.297500610351562,109.45999908447266,358.1400146484375,126.70999908447266,594.3482055664062,193.6300048828125,26.280000686645508,97.2300033569336,198.63999938964844,35.880001068115234
2014-07-24,24.25749969482422,109.12000274658203,358.6099853515625,124.4000015258789,591.7254028320312,195.24000549316406,25.979999542236328,97.12000274658203,198.64999389648438,35.5
2014-07-25,24.417499542236328,109.33000183105469,324.010009765625,123.19999694824219,587.4072875976562,194.39999389648438,26.389999389648438,96.73999786376953,197.72000122070312,35.540000915527344
2014-07-28,24.7549991607666,109.3499984741211,320.4100036621094,123.05999755859375,588.9829711914062,195.77999877929688,26.81999969482422,96.7699966430664,197.8000030517578,35.650001525878906
2014-07-29,24.594999313354492,109.45999908447266,320.0,122.31999969482422,584.006591796875,194.57000732421875,27.0,96.5999984741211,196.9499969482422,36.59000015258789
2014-07-30,24.537500381469727,109.06999969482422,322.510009765625,122.29000091552734,585.8116455078125,194.0,27.350000381469727,96.9800033569336,196.97999572753906,36.36000061035156
2014-07-31,23.899999618530273,108.93000030517578,312.989990234375,120.4800033569336,570.0349731445312,191.6699981689453,26.84000015258789,95.0199966430664,193.08999633789062,35.59000015258789
2014-08-01,24.032499313354492,109.13999938964844,307.05999755859375,120.37999725341797,564.5200805664062,189.14999389648438,26.260000228881836,94.66999816894531,192.5,35.33000183105469
2014-08-04,23.897499084472656,109.12000274658203,313.6499938964844,119.93000030517578,571.5807495117188,189.63999938964844,26.450000762939453,95.31999969482422,193.88999938964844,35.459999084472656
2014-08-05,23.780000686645508,109.12000274658203,312.32000732421875,121.2699966430664,563.5228271484375,187.10000610351562,25.8799991607666,94.58999633789062,192.00999450683594,35.11000061035156
2014-08-06,23.739999771118164,109.12999725341797,313.8900146484375,118.33999633789062,564.8233032226562,185.97000122070312,25.139999389648438,94.5199966430664,192.07000732421875,34.619998931884766
2014-08-07,23.6200008392334,109.33999633789062,311.45001220703125,119.83999633789062,561.8175048828125,184.3000030517578,24.469999313354492,94.22000122070312,191.02999877929688,34.209999084472656
2014-08-08,23.684999465942383,109.37999725341797,316.79998779296875,120.62999725341797,567.2127075195312,186.6300048828125,24.729999542236328,94.9000015258789,193.24000549316406,34.470001220703125
2014-08-11,23.997499465942383,109.38999938964844,318.3299865722656,120.80000305175781,566.3251342773438,187.47000122070312,24.809999465942383,95.45999908447266,193.8000030517578,34.470001220703125
2014-08-12,23.99250030517578,109.33999633789062,319.32000732421875,120.47000122070312,561.1892700195312,187.33999633789062,24.809999465942383,95.41999816894531,193.52999877929688,34.63999938964844
2014-08-13,24.309999465942383,109.55999755859375,326.2799987792969,121.9800033569336,573.2062377929688,187.9499969482422,24.950000762939453,96.43000030517578,194.83999633789062,34.689998626708984
2014-08-14,24.375,109.62000274658203,333.2099914550781,124.11000061035156,573.0765991210938,187.8800048828125,25.139999389648438,96.93000030517578,195.75999450683594,34.90999984741211
2014-08-15,24.4950008392334,109.88999938964844,333.6300048828125,123.16000366210938,571.9098510742188,187.3800048828125,25.040000915527344,97.4000015258789,195.72000122070312,34.7400016784668
2014-08-18,24.790000915527344,109.66000366210938,334.5299987792969,124.9800033569336,580.5660400390625,189.36000061035156,25.149999618530273,98.1500015258789,197.36000061035156,34.650001525878906
2014-08-19,25.13249969482422,109.51000213623047,335.1300048828125,125.58000183105469,585.253173828125,190.07000732421875,25.110000610351562,98.69999694824219,198.38999938964844,34.47999954223633
2014-08-20,25.142499923706055,109.38999938964844,335.7799987792969,127.3499984741211,582.8896484375,190.10000610351562,25.209999084472656,98.69999694824219,198.9199981689453,34.529998779296875
2014-08-21,25.145000457763672,109.58000183105469,332.9100036621094,127.5,581.7727661132812,191.22999572753906,25.100000381469727,98.9000015258789,199.5,34.63999938964844
2014-08-22,25.329999923706055,109.55999755859375,331.5899963378906,127.45999908447266,580.9649658203125,190.41000366210938,25.079999923706055,99.05000305175781,199.19000244140625,34.5
2014-08-25,25.385000228881836,109.6500015258789,334.0199890136719,128.3300018310547,578.6114501953125,191.16000366210938,24.889999389648438,99.4000015258789,200.1999969482422,34.5099983215332
2014-08-26,25.22249984741211,109.66000366210938,341.8299865722656,128.60000610351562,576.27783203125,192.99000549316406,24.8700008392334,99.5,200.3300018310547,34.5
2014-08-27,25.532499313354492,109.80000305175781,343.17999267578125,128.1999969482422,569.4365844726562,192.25,24.6299991607666,99.5199966430664,200.25,34.75
