Date,AGG,BA,FMS,GAIA,GOOG,QQQ,RC,SPY,T
2016-05-18,110.4000015258789,130.99000549316406,41.150001525878906,7.590000152587891,706.6300048828125,105.86000061035156,14.289999961853027,204.91000366210938,38.45000076293945
2016-05-19,110.47000122070312,128.0800018310547,41.11000061035156,7.599999904632568,700.3200073242188,105.30999755859375,14.210000038146973,204.1999969482422,38.439998626708984
2016-05-20,110.54000091552734,127.38999938964844,41.79999923706055,7.53000020980835,709.739990234375,106.47000122070312,14.40999984741211,205.49000549316406,38.45000076293945
2016-05-23,110.5199966430664,127.58000183105469,41.95000076293945,7.639999866485596,704.239990234375,106.33000183105469,14.489999771118164,205.2100067138672,38.31999969482422
2016-05-24,110.45999908447266,127.5,42.369998931884766,7.610000133514404,720.0900268554688,108.45999908447266,14.600000381469727,207.8699951171875,38.5
2016-05-25,110.4800033569336,128.86000061035156,42.97999954223633,7.570000171661377,725.27001953125,109.23999786376953,14.569999694824219,209.27999877929688,38.619998931884766
2016-05-26,110.6500015258789,129.30999755859375,43.380001068115234,7.550000190734863,724.1199951171875,109.55999755859375,14.529999732971191,209.33999633789062,38.84000015258789
2016-05-27,110.62999725341797,129.22000122070312,43.5099983215332,7.559999942779541,732.6599731445312,110.12999725341797,14.520000457763672,210.24000549316406,38.9900016784668
2016-05-31,110.69999694824219,126.1500015258789,43.439998626708984,7.579999923706055,735.719970703125,110.33999633789062,14.449999809265137,209.83999633789062,39.150001525878906
2016-06-01,110.41999816894531,126.41000366210938,43.470001220703125,7.610000133514404,734.1500244140625,110.3499984741211,14.460000038146973,210.27000427246094,38.72999954223633
2016-06-02,110.69999694824219,126.8499984741211,43.310001373291016,7.610000133514404,730.4000244140625,110.58000183105469,14.180000305175781,210.91000366210938,38.84000015258789
2016-06-03,111.30000305175781,127.37999725341797,43.34000015258789,7.710000038146973,722.3400268554688,110.05999755859375,14.220000267028809,210.27999877929688,39.209999084472656
2016-06-06,111.1500015258789,131.89999389648438,43.43000030517578,7.699999809265137,716.5499877929688,110.45999908447266,14.279999732971191,211.35000610351562,39.34000015258789
2016-06-07,111.25,131.92999267578125,43.5099983215332,7.739999771118164,716.6500244140625,110.18000030517578,14.239999771118164,211.67999267578125,39.790000915527344
2016-06-08,111.29000091552734,133.0,43.77000045776367,7.829999923706055,728.280029296875,110.37000274658203,14.34000015258789,212.3699951171875,39.86000061035156
2016-06-09,111.37000274658203,133.10000610351562,43.2400016784668,7.789999961853027,728.5800170898438,110.19000244140625,14.279999732971191,212.0800018310547,40.09000015258789
2016-06-10,111.5199966430664,131.13999938964844,41.75,7.75,719.4099731445312,108.94000244140625,14.170000076293945,210.07000732421875,40.33000183105469
2016-06-13,111.61000061035156,129.9199981689453,41.040000915527344,7.630000114440918,718.3599853515625,108.02999877929688,14.149999618530273,208.4499969482422,40.189998626708984
2016-06-14,111.55999755859375,130.5,40.959999084472656,7.630000114440918,718.27001953125,108.02999877929688,14.069999694824219,208.0399932861328,40.380001068115234
2016-06-15,111.80000305175781,130.16000366210938,40.81999969482422,7.710000038146973,718.9199829101562,107.72000122070312,14.0600004196167,207.75,40.290000915527344
2016-06-16,111.87000274658203,129.3699951171875,40.849998474121094,7.599999904632568,710.3599853515625,108.04000091552734,14.210000038146973,208.3699951171875,40.4900016784668
2016-06-17,111.79000091552734,129.82000732421875,41.09000015258789,7.599999904632568,691.719970703125,106.48999786376953,14.399999618530273,206.52000427246094,40.72999954223633
2016-06-20,111.4800033569336,132.75,41.689998626708984,7.619999885559082,693.7100219726562,107.16000366210938,14.359999656677246,207.85000610351562,40.779998779296875
2016-06-21,111.4000015258789,131.52000427246094,42.06999969482422,7.630000114440918,695.9400024414062,107.5,14.220000267028809,208.44000244140625,41.06999969482422
2016-06-22,111.47000122070312,131.77000427246094,42.540000915527344,7.679999828338623,697.4600219726562,107.23999786376953,14.25,208.10000610351562,41.29999923706055
